"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 25 13:50:22 GMT 2024","Sun Aug 25 13:50:23 GMT 2024","622","","api_test","","","","test_pet_operations",""
